:START_ID(Ingredient),:END_ID(Effect),type,evidence_type,graph_score:float,paper_count:int
HYDROGENATED POLY(C6-12 OLEFIN),HYDRATING,improves,cosing_function,0.0,0
HYDROGENATED POLY(C6-12 OLEFIN),BARRIER_REPAIR,improves,cosing_function,0.0,0
PPG-19-BUTETH-19,HYDRATING,improves,cosing_function,0.0,0
PPG-19-BUTETH-19,BARRIER_REPAIR,improves,cosing_function,0.0,0
CETYL-PG HYDROXYETHYL PALMITAMIDE,HYDRATING,improves,cosing_function,0.0,0
CETYL-PG HYDROXYETHYL PALMITAMIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
YEAST AMINO ACIDS,HYDRATING,improves,cosing_function,0.0,0
YEAST AMINO ACIDS,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ARGININE GLUTAMATE,HYDRATING,improves,cosing_function,0.0,0
ARGININE GLUTAMATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
EICOSANE,HYDRATING,improves,cosing_function,0.0,0
EICOSANE,BARRIER_REPAIR,improves,cosing_function,0.0,0
TALL OIL,HYDRATING,improves,cosing_function,0.0,0
TALL OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
TRIPEPTIDE-3,HYDRATING,improves,cosing_function,0.0,0
TRIPEPTIDE-3,BARRIER_REPAIR,improves,cosing_function,0.0,0
TRIPEPTIDE-2,HYDRATING,improves,cosing_function,0.0,0
TRIPEPTIDE-2,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTIS FAEX,HYDRATING,improves,cosing_function,0.0,0
LACTIS FAEX,BARRIER_REPAIR,improves,cosing_function,0.0,0
TETRAHYDRODEMETHOXYDIFERULOYLMETHANE,ANTIOXIDANT,improves,cosing_function,0.0,0
TETRAHYDRODEMETHOXYDIFERULOYLMETHANE,ANTI_AGING,improves,cosing_function,0.0,0
TETRAHYDRODEMETHOXYDIFERULOYLMETHANE,HYDRATING,improves,cosing_function,0.0,0
TETRAHYDRODEMETHOXYDIFERULOYLMETHANE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALOE FEROX LEAF JUICE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ALOE FEROX LEAF JUICE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PALMITOYL HYDROXYPROPYLTRIMONIUM AMYLOPECTIN/GLYCERIN CROSSPOLYMER,HYDRATING,improves,cosing_function,0.0,0
PALMITOYL HYDROXYPROPYLTRIMONIUM AMYLOPECTIN/GLYCERIN CROSSPOLYMER,BARRIER_REPAIR,improves,cosing_function,0.0,0
PALMITOYL TETRAPEPTIDE-10,HYDRATING,improves,cosing_function,0.0,0
PALMITOYL TETRAPEPTIDE-10,BARRIER_REPAIR,improves,cosing_function,0.0,0
CREAM,HYDRATING,improves,cosing_function,0.0,0
CREAM,BARRIER_REPAIR,improves,cosing_function,0.0,0
ZINC HYDROLYZED COLLAGEN,HYDRATING,improves,cosing_function,0.0,0
ZINC HYDROLYZED COLLAGEN,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS GRANDIS LEAF EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CITRUS GRANDIS LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CITRUS GRANDIS LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
URACIL,HYDRATING,improves,cosing_function,0.0,0
URACIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ANGELICA ACUTILOBA ROOT,HYDRATING,improves,cosing_function,0.0,0
ANGELICA ACUTILOBA ROOT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALPHA-ISOMETHYL IONONE,HYDRATING,improves,cosing_function,0.0,0
ALPHA-ISOMETHYL IONONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
VANILLA TAHITENSIS FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
VANILLA TAHITENSIS FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
MYRETH-2 MYRISTATE,HYDRATING,improves,cosing_function,0.0,0
MYRETH-2 MYRISTATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPOTASSIUM ASPARTATE,HYDRATING,improves,cosing_function,0.0,0
DIPOTASSIUM ASPARTATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOLANUM TUBEROSUM CALLUS CULTURE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SOLANUM TUBEROSUM CALLUS CULTURE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PPG-10 CETYL ETHER,HYDRATING,improves,cosing_function,0.0,0
PPG-10 CETYL ETHER,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPEPTIDE-4,HYDRATING,improves,cosing_function,0.0,0
DIPEPTIDE-4,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIOLEOYL PG-TRIMONIUM CHLORIDE,HYDRATING,improves,cosing_function,0.0,0
DIOLEOYL PG-TRIMONIUM CHLORIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
BETULIN,HYDRATING,improves,cosing_function,0.0,0
BETULIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,ANTIMICROBIAL,reduces,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,SOOTHING,improves,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,SOOTHING,reduces,cosing_function,0.0,0
SALVIA OFFICINALIS EXTRACT,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
CITRUS AURANTIUM AMARA PEEL POWDER,HYDRATING,improves,cosing_function,0.0,0
CITRUS AURANTIUM AMARA PEEL POWDER,BARRIER_REPAIR,improves,cosing_function,0.0,0
PRUNUS AMYGDALUS AMARA SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PRUNUS AMYGDALUS AMARA SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
BISPHENYLHEXAMETHICONE,HYDRATING,improves,cosing_function,0.0,0
BISPHENYLHEXAMETHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
MYRISTYL BETAINE,HYDRATING,improves,cosing_function,0.0,0
MYRISTYL BETAINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
MYRISTOYL PENTAPEPTIDE-4,HYDRATING,improves,cosing_function,0.0,0
MYRISTOYL PENTAPEPTIDE-4,BARRIER_REPAIR,improves,cosing_function,0.0,0
RUBUS FRUTICOSUS FRUIT EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
ISOSTEARYL GLYCERYL PENTAERYTHRITYL ETHER,HYDRATING,improves,cosing_function,0.0,0
ISOSTEARYL GLYCERYL PENTAERYTHRITYL ETHER,BARRIER_REPAIR,improves,cosing_function,0.0,0
HORSERADISH PEROXIDASE,HYDRATING,improves,cosing_function,0.0,0
HORSERADISH PEROXIDASE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SODIUM CAPROYL PROLINATE,HYDRATING,improves,cosing_function,0.0,0
SODIUM CAPROYL PROLINATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
SODIUM CAPROYL PROLINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SODIUM ERYTHORBATE,ANTIOXIDANT,improves,cosing_function,0.0,0
SODIUM ERYTHORBATE,ANTI_AGING,improves,cosing_function,0.0,0
BERBERIS VULGARIS FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BERBERIS VULGARIS FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PHYTOL,HYDRATING,improves,cosing_function,0.0,0
PHYTOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
PEG-10 METHYL ETHER DIMETHICONE,HYDRATING,improves,cosing_function,0.0,0
PEG-10 METHYL ETHER DIMETHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
PEG-10,HYDRATING,improves,cosing_function,0.0,0
PEG-10,MOISTURE_RETENTION,improves,cosing_function,0.0,0
PEG-10 SUNFLOWER GLYCERIDES,HYDRATING,improves,cosing_function,0.0,0
PEG-10 SUNFLOWER GLYCERIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLYGLYCERYL-10 HEXAOLEATE,HYDRATING,improves,cosing_function,0.0,0
POLYGLYCERYL-10 HEXAOLEATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
RAPHANUS SATIVUS SPROUT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
RAPHANUS SATIVUS SPROUT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
ORYZA SATIVA BRAN EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ORYZA SATIVA BRAN EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ORYZA SATIVA BRAN EXTRACT,SOOTHING,improves,cosing_function,0.0,0
ZINC HYDROLYZED HYALURONATE,HYDRATING,improves,cosing_function,0.0,0
ZINC HYDROLYZED HYALURONATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ZINC HYDROLYZED HYALURONATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
MYRISTOYL NONAPEPTIDE-3,HYDRATING,improves,cosing_function,0.0,0
MYRISTOYL NONAPEPTIDE-3,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED SODIUM DNA,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED SODIUM DNA,BARRIER_REPAIR,improves,cosing_function,0.0,0
PICHIA FERMENT LYSATE FILTRATE,HYDRATING,improves,cosing_function,0.0,0
PICHIA FERMENT LYSATE FILTRATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
PICHIA FERMENT LYSATE FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
PICHIA FERMENT LYSATE FILTRATE,SOOTHING,improves,cosing_function,0.0,0
LEPTOSPERMUM SCOPARIUM LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LEPTOSPERMUM SCOPARIUM LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAFFEOYL HEXAPEPTIDE-65,ANTIMICROBIAL,reduces,cosing_function,0.0,0
CAFFEOYL HEXAPEPTIDE-65,ANTIOXIDANT,improves,cosing_function,0.0,0
CAFFEOYL HEXAPEPTIDE-65,ANTI_AGING,improves,cosing_function,0.0,0
CAFFEOYL HEXAPEPTIDE-65,HYDRATING,improves,cosing_function,0.0,0
CAFFEOYL HEXAPEPTIDE-65,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAFFEOYL HEXAPEPTIDE-65,SOOTHING,improves,cosing_function,0.0,0
LUPEOL,HYDRATING,improves,cosing_function,0.0,0
LUPEOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYLHEXANAMIDE SERINOL,HYDRATING,improves,cosing_function,0.0,0
ETHYLHEXANAMIDE SERINOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYLHEXANAMIDE SERINOL,SOOTHING,improves,cosing_function,0.0,0
KOJYL METHYLENEDIOXYCINNAMATE,ANTIOXIDANT,improves,cosing_function,0.0,0
KOJYL METHYLENEDIOXYCINNAMATE,ANTI_AGING,improves,cosing_function,0.0,0
SOLANUM LYCOPERSICUM LEAF CELL CULTURE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SOLANUM LYCOPERSICUM LEAF CELL CULTURE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPEPTIDE-11,HYDRATING,improves,cosing_function,0.0,0
DIPEPTIDE-11,BARRIER_REPAIR,improves,cosing_function,0.0,0
LACTOBACILLUS/LESPEDEZA CUNEATA LEAF/STEM FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
LACTOBACILLUS/LESPEDEZA CUNEATA LEAF/STEM FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
CHONDRUS CRISPUS,HYDRATING,improves,cosing_function,0.0,0
CHONDRUS CRISPUS,BARRIER_REPAIR,improves,cosing_function,0.0,0
HUMULUS LUPULUS EXTRACT,ANTIMICROBIAL,reduces,cosing_function,0.0,0
HUMULUS LUPULUS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HUMULUS LUPULUS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HUMULUS LUPULUS EXTRACT,SOOTHING,improves,cosing_function,0.0,0
PAEONIA LACTIFLORA BARK/SAP EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PAEONIA LACTIFLORA BARK/SAP EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PAEONIA LACTIFLORA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PAEONIA LACTIFLORA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CHARCOAL EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CHARCOAL EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PINANEDIOL,HYDRATING,improves,cosing_function,0.0,0
PINANEDIOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
RHODODENDRON FERRUGINEUM LEAF CELL CULTURE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
RHODODENDRON FERRUGINEUM LEAF CELL CULTURE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA CANINA SEED OIL,HYDRATING,improves,cosing_function,0.0,0
ROSA CANINA SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
HELICHRYSUM STOECHAS EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
PRUNUS MUME SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PRUNUS MUME SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
TETRACARBOXYMETHYL PALMITOYL DIPEPTIDE-12,HYDRATING,improves,cosing_function,0.0,0
TETRACARBOXYMETHYL PALMITOYL DIPEPTIDE-12,BARRIER_REPAIR,improves,cosing_function,0.0,0
NICOTIANA BENTHAMIANA HEXAPEPTIDE-40 SH-OLIGOPEPTIDE-1,HYDRATING,improves,cosing_function,0.0,0
NICOTIANA BENTHAMIANA HEXAPEPTIDE-40 SH-OLIGOPEPTIDE-1,BARRIER_REPAIR,improves,cosing_function,0.0,0
GELIDIELLA ACEROSA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GELIDIELLA ACEROSA EXTRACT,SOOTHING,improves,cosing_function,0.0,0
PERILLA FRUTESCENS CALLUS CULTURE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PERILLA FRUTESCENS CALLUS CULTURE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SODIUM HEPARIN,HYDRATING,improves,cosing_function,0.0,0
SODIUM HEPARIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURYLPYRIDINIUM CHLORIDE,ANTIMICROBIAL,reduces,cosing_function,0.0,0
SACCHARINA JAPONICA JUICE,HYDRATING,improves,cosing_function,0.0,0
SACCHARINA JAPONICA JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
STAPHYLOCOCCUS EPIDERMIDIS FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
STAPHYLOCOCCUS EPIDERMIDIS FERMENT FILTRATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
STAPHYLOCOCCUS EPIDERMIDIS FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAESALPINIA SPINOSA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAESALPINIA SPINOSA FRUIT EXTRACT,SOOTHING,improves,cosing_function,0.0,0
HEXAPEPTIDE-61 DIMER,HYDRATING,improves,cosing_function,0.0,0
HEXAPEPTIDE-61 DIMER,BARRIER_REPAIR,improves,cosing_function,0.0,0
TASMANNIA LANCEOLATA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
TASMANNIA LANCEOLATA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PAEONOL,ANTIOXIDANT,improves,cosing_function,0.0,0
PAEONOL,ANTI_AGING,improves,cosing_function,0.0,0
PAEONOL,HYDRATING,improves,cosing_function,0.0,0
PAEONOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/RICE FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/RICE FERMENT FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA LAEVIGATA FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ROSA LAEVIGATA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
BEE VENOM,SEBUM_REGULATION,reduces,cosing_function,0.0,0
BEE VENOM,BARRIER_REPAIR,improves,cosing_function,0.0,0
BEE VENOM,SOOTHING,improves,cosing_function,0.0,0
PHYLLOSTACHYS NIGRA JUICE,HYDRATING,improves,cosing_function,0.0,0
PHYLLOSTACHYS NIGRA JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLYCERYL CAPRYLATE/CAPRATE,HYDRATING,improves,cosing_function,0.0,0
GLYCERYL CAPRYLATE/CAPRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
MILT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MILT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LIPPIA CITRODORA FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LIPPIA CITRODORA FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS TANGERINA FRUIT WATER,SEBUM_REGULATION,reduces,cosing_function,0.0,0
VACCINIUM MYRTILLUS BUD EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
VACCINIUM MYRTILLUS BUD EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
PRUNUS PERSICA BUD EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PRUNUS PERSICA BUD EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
FUMARIA OFFICINALIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
FUMARIA OFFICINALIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CERAMIDE AS,HYDRATING,improves,cosing_function,0.0,0
CERAMIDE AS,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARTEMISIA ARGYI LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ARTEMISIA ARGYI LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLYGLYCERYL-10 LAURATE,HYDRATING,improves,cosing_function,0.0,0
POLYGLYCERYL-10 LAURATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
CELOSIA CRISTATA FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CELOSIA CRISTATA FLOWER EXTRACT,SOOTHING,improves,cosing_function,0.0,0
VINEGAR EXTRACT,HYDRATING,improves,cosing_function,0.0,0
VINEGAR EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
VINEGAR EXTRACT,SOOTHING,improves,cosing_function,0.0,0
ORIGANUM VULGARE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ORIGANUM VULGARE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
KOJYL CARBOXY DIPEPTIDE-23,ANTIOXIDANT,improves,cosing_function,0.0,0
KOJYL CARBOXY DIPEPTIDE-23,ANTI_AGING,improves,cosing_function,0.0,0
KOJYL CARBOXY DIPEPTIDE-23,BARRIER_REPAIR,improves,cosing_function,0.0,0
KOJYL CARBOXY DIPEPTIDE-23,SOOTHING,improves,cosing_function,0.0,0
PAULLINIA CUPANA FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PAULLINIA CUPANA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
MANICOUAGAN CLAY,SEBUM_REGULATION,reduces,cosing_function,0.0,0
RETINAL,HYDRATING,improves,cosing_function,0.0,0
RETINAL,BARRIER_REPAIR,improves,cosing_function,0.0,0
EMBLICA OFFICINALIS FRUIT,HYDRATING,improves,cosing_function,0.0,0
EMBLICA OFFICINALIS FRUIT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RICE SH-OLIGOPEPTIDE-1,HYDRATING,improves,cosing_function,0.0,0
RICE SH-OLIGOPEPTIDE-1,BARRIER_REPAIR,improves,cosing_function,0.0,0
LITHOTHAMNION CALCAREUM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
LITHOTHAMNION CALCAREUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CLEOME GYNANDRA LEAF EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CORDYCEPS MILITARIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CORDYCEPS MILITARIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CHRYSANTHEMUM BOREALE FLOWER EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
CHRYSANTHEMUM BOREALE FLOWER EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
CHRYSANTHEMUM BOREALE FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CHRYSANTHEMUM BOREALE FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
MALUS DOMESTICA FRUIT WATER,HYDRATING,improves,cosing_function,0.0,0
MALUS DOMESTICA FRUIT WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
TERMINALIA FERDINANDIANA SEED OIL,ANTIOXIDANT,improves,cosing_function,0.0,0
TERMINALIA FERDINANDIANA SEED OIL,ANTI_AGING,improves,cosing_function,0.0,0
TERMINALIA FERDINANDIANA SEED OIL,HYDRATING,improves,cosing_function,0.0,0
TERMINALIA FERDINANDIANA SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
TERMINALIA FERDINANDIANA SEED OIL,MOISTURE_RETENTION,improves,cosing_function,0.0,0
TERMINALIA FERDINANDIANA SEED OIL,SOOTHING,improves,cosing_function,0.0,0
SOLANUM AVICULARE SEED OIL,ANTIOXIDANT,improves,cosing_function,0.0,0
SOLANUM AVICULARE SEED OIL,ANTI_AGING,improves,cosing_function,0.0,0
SOLANUM AVICULARE SEED OIL,HYDRATING,improves,cosing_function,0.0,0
SOLANUM AVICULARE SEED OIL,MOISTURE_RETENTION,improves,cosing_function,0.0,0
SOLANUM AVICULARE SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOLANUM AVICULARE SEED OIL,SOOTHING,improves,cosing_function,0.0,0
THAMNOLIA VERMICULARIS LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
THAMNOLIA VERMICULARIS LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CLITORIA TERNATEA FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CLITORIA TERNATEA FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
INDIGOFERA TINCTORIA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
INDIGOFERA TINCTORIA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SCHISANDRA SPHENANTHERA FRUIT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
SCHISANDRA SPHENANTHERA FRUIT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
SCHISANDRA SPHENANTHERA FRUIT EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
SCHISANDRA SPHENANTHERA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SCHISANDRA SPHENANTHERA FRUIT EXTRACT,SOOTHING,improves,cosing_function,0.0,0
SCHISANDRA SPHENANTHERA FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ARTEMISIA GMELINII EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ARTEMISIA GMELINII EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARTEMISIA GMELINII EXTRACT,SOOTHING,improves,cosing_function,0.0,0
VERONICASTRUM SIBIRICUM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
VERONICASTRUM SIBIRICUM EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
VERONICASTRUM SIBIRICUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
VERONICASTRUM SIBIRICUM EXTRACT,SOOTHING,improves,cosing_function,0.0,0
POTASSIUM MAGNESIUM ASPARTATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
POTASSIUM MAGNESIUM ASPARTATE,SOOTHING,improves,cosing_function,0.0,0
GALLOYL TRIPEPTIDE-48,ANTIOXIDANT,improves,cosing_function,0.0,0
GALLOYL TRIPEPTIDE-48,ANTI_AGING,improves,cosing_function,0.0,0
GALLOYL TRIPEPTIDE-48,BARRIER_REPAIR,improves,cosing_function,0.0,0
GALLOYL TRIPEPTIDE-48,SOOTHING,improves,cosing_function,0.0,0
METHYL PALMITATE,HYDRATING,improves,cosing_function,0.0,0
METHYL PALMITATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
BOMBAX MALABARICUM FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BOMBAX MALABARICUM FLOWER EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
AMARANTHUS CAUDATUS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
AMARANTHUS CAUDATUS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CERAMIDE NG,HYDRATING,improves,cosing_function,0.0,0
CERAMIDE NG,BARRIER_REPAIR,improves,cosing_function,0.0,0
CHLOROGENIC ACIDS,ANTIOXIDANT,improves,cosing_function,0.0,0
CHLOROGENIC ACIDS,ANTI_AGING,improves,cosing_function,0.0,0
CHLOROGENIC ACIDS,HYDRATING,improves,cosing_function,0.0,0
CHLOROGENIC ACIDS,BARRIER_REPAIR,improves,cosing_function,0.0,0
CHLOROGENIC ACIDS,SOOTHING,improves,cosing_function,0.0,0
POTENTILLA ANSERINA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
POTENTILLA ANSERINA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLYACRYLATE CROSSPOLYMER-11,HYDRATING,improves,cosing_function,0.0,0
POLYACRYLATE CROSSPOLYMER-11,BARRIER_REPAIR,improves,cosing_function,0.0,0
OXIDIZED GLUTATHIONE,HYDRATING,improves,cosing_function,0.0,0
OXIDIZED GLUTATHIONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SH-POLYPEPTIDE-62,ANTIOXIDANT,improves,cosing_function,0.0,0
SH-POLYPEPTIDE-62,ANTI_AGING,improves,cosing_function,0.0,0
SH-POLYPEPTIDE-62,HYDRATING,improves,cosing_function,0.0,0
SH-POLYPEPTIDE-62,BARRIER_REPAIR,improves,cosing_function,0.0,0
VITIS VINIFERA VINE SAP,HYDRATING,improves,cosing_function,0.0,0
VITIS VINIFERA VINE SAP,BARRIER_REPAIR,improves,cosing_function,0.0,0
METHIONYL R-CLOSTRIDIUM BOTULINUM POLYPEPTIDE-1 HEXAPEPTIDE-40,BARRIER_REPAIR,improves,cosing_function,0.0,0
METHIONYL R-CLOSTRIDIUM BOTULINUM POLYPEPTIDE-1 HEXAPEPTIDE-40,SOOTHING,improves,cosing_function,0.0,0
