ingredient_id:ID(Ingredient),inci_name,kor_name,cosing_functions:string[]
HYDROGENATED PALM OIL,HYDROGENATED PALM OIL,하이드로제네이티드팜오일,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;SKIN CONDITIONING;VISCOSITY CONTROLLING
HYDROGENATED POLY(C6-12 OLEFIN),HYDROGENATED POLY(C6-12 OLEFIN),하이드로제네이티드폴리(C6-12올레핀),SKIN CONDITIONING;VISCOSITY CONTROLLING
HYDROXYPROPYL GUAR,HYDROXYPROPYL GUAR,하이드록시프로필구아,ANTISTATIC;BINDING;EMULSION STABILISING;FILM FORMING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING
HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,하이드록시프로필구아하이드록시프로필트라이모늄클로라이드,ANTISTATIC;HAIR CONDITIONING
HYDROLYZED CENTELLA ASIATICA PROTEIN,HYDROLYZED CENTELLA ASIATICA PROTEIN,하이드롤라이즈드병풀단백질,SKIN CONDITIONING - HUMECTANT
HYDROLYZED BARLEY PROTEIN,HYDROLYZED BARLEY PROTEIN,하이드롤라이즈드보리단백질,HAIR CONDITIONING;SKIN CONDITIONING
HYDROLYZED SWEET ALMOND PROTEIN,HYDROLYZED SWEET ALMOND PROTEIN,하이드롤라이즈드스위트아몬드단백질,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
HYDROLYZED GINSENG SAPONINS,HYDROLYZED GINSENG SAPONINS,하이드롤라이즈드홍삼사포닌,SKIN CONDITIONING
HYDROLYZED SOYBEAN EXTRACT,HYDROLYZED SOYBEAN EXTRACT,하이드롤라이즈드콩추출물,SKIN CONDITIONING
HYDROLYZED JOJOBA PROTEIN,HYDROLYZED JOJOBA PROTEIN,하이드롤라이즈드호호바단백질,HAIR CONDITIONING;SKIN CONDITIONING
HYALURONIC ACID/POLYISOPROPYLACRYLAMIDE COPOLYMER,HYALURONIC ACID/POLYISOPROPYLACRYLAMIDE COPOLYMER,하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머,HUMECTANT;SKIN CONDITIONING - HUMECTANT
PULSATILLA KOREANA EXTRACT,PULSATILLA KOREANA EXTRACT,할미꽃추출물,SKIN CONDITIONING
HAEMATOCOCCUS PLUVIALIS OIL,HAEMATOCOCCUS PLUVIALIS OIL,해마토코쿠스 플루비알리스오일,ANTIOXIDANT;SKIN CONDITIONING
GLEDITSIA TRIACANTHOS SEED EXTRACT,GLEDITSIA TRIACANTHOS SEED EXTRACT,허니로커스트씨추출물,HAIR CONDITIONING
HEXYL NICOTINATE,HEXYL NICOTINATE,헥실니코티네이트,ANTISTATIC;SKIN CONDITIONING - EMOLLIENT
HEXYLDECYL LAURATE,HEXYLDECYL LAURATE,헥실데실라우레이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
JUGLANS REGIA SEED OIL,JUGLANS REGIA SEED OIL,호두오일,SKIN CONDITIONING
JUGLANS REGIA LEAF EXTRACT,JUGLANS REGIA LEAF EXTRACT,호두나무목부추출물,ABRASIVE;ASTRINGENT;BULKING;CLEANSING;FRAGRANCE;SKIN CONDITIONING;SOOTHING
HUMULUS LUPULUS EXTRACT,HUMULUS LUPULUS EXTRACT,호프꽃추출물,ANTIMICROBIAL;ANTIPERSPIRANT;HAIR CONDITIONING;FRAGRANCE;SKIN CONDITIONING;SKIN PROTECTING
KUNZEA ERICOIDES LEAF EXTRACT,KUNZEA ERICOIDES LEAF EXTRACT,화이트티트리잎추출물,ANTIOXIDANT;HAIR CONDITIONING;FRAGRANCE;SKIN CONDITIONING;PERFUMING
ASTRAGALUS MEMBRANACEUS EXTRACT,ASTRAGALUS MEMBRANACEUS EXTRACT,황기싹추출물,ANTIOXIDANT
FOENICULUM VULGARE FRUIT EXTRACT,FOENICULUM VULGARE FRUIT EXTRACT,회향열매오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SOOTHING;TONIC
SOPHORA JAPONICA BUD EXTRACT,SOPHORA JAPONICA BUD EXTRACT,회화나무꽃가루,SKIN PROTECTING;SOOTHING
SACCHAROMYCES/MAGNESIUM FERMENT,SACCHAROMYCES/MAGNESIUM FERMENT,효모/마그네슘발효물,NOT REPORTED
SACCHAROMYCES/RICE BRAN FERMENT,SACCHAROMYCES/RICE BRAN FERMENT,효모/쌀겨발효물,HUMECTANT
SACCHAROMYCES/RICE FERMENT FILTRATE EXTRACT,SACCHAROMYCES/RICE FERMENT FILTRATE EXTRACT,효모/쌀발효여과추출물,ANTIOXIDANT;SKIN CONDITIONING;SKIN PROTECTING
SACCHAROMYCES/ZINC FERMENT,SACCHAROMYCES/ZINC FERMENT,효모/아연발효물,SKIN CONDITIONING
SACCHAROMYCES/SOY PROTEIN FERMENT,SACCHAROMYCES/SOY PROTEIN FERMENT,효모/콩단백질발효물,SKIN CONDITIONING
"2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE","2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE","2,4-다이메틸-3-사이클로헥신카복스알데하이드",FRAGRANCE;TONIC;PERFUMING
2-T-BUTYLCYCLOHEXYL ACETATE,2-T-BUTYLCYCLOHEXYL ACETATE,2-t-부틸사이클로헥실아세테이트,FRAGRANCE;PERFUMING
3-HEXENOL,3-HEXENOL,3-헥센올,FRAGRANCE;SKIN CONDITIONING;PERFUMING
4-BUTYLRESORCINOL,4-BUTYLRESORCINOL,4-부틸레조시놀,ANTIOXIDANT
C12-14 SEC-ALKETH-3,C12-14 SEC-ALKETH-3,C11-15Sec-알케스-12,SURFACTANT - EMULSIFYING;EMULSION STABILISING
C30-45 ALKYL METHICONE,C30-45 ALKYL METHICONE,C30-45알킬메티콘,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;VISCOSITY CONTROLLING
POLY(C20-28 OLEFIN),POLY(C20-28 OLEFIN),C28-52올레핀,BINDING;FILM FORMING;SKIN CONDITIONING;VISCOSITY CONTROLLING
BAMBUSA ARUNDINACEA STEM EXTRACT,BAMBUSA ARUNDINACEA STEM EXTRACT,가시대나무줄기추출물,SKIN CONDITIONING
ACANTHOPANAX SENTICOSUS EXTRACT,ACANTHOPANAX SENTICOSUS EXTRACT,가시오갈피추출물,SKIN CONDITIONING;SKIN PROTECTING
KAEMPFERIA GALANGA ROOT EXTRACT,KAEMPFERIA GALANGA ROOT EXTRACT,갈란가뿌리추출물,SKIN CONDITIONING
GALLOYL NONAPEPTIDE-11,GALLOYL NONAPEPTIDE-11,갈로일노나펩타이드-11,ANTI-SEBUM;SKIN PROTECTING
GALLOYL PENTAPEPTIDE-33,GALLOYL PENTAPEPTIDE-33,갈로일펜타펩타이드-33,ANTIOXIDANT;SKIN PROTECTING
CHRYSANTHEMUM INDICUM EXTRACT,CHRYSANTHEMUM INDICUM EXTRACT,감국추출물,ANTIOXIDANT;HUMECTANT;SKIN CONDITIONING
SPIRODELA POLYRHIZA EXTRACT,SPIRODELA POLYRHIZA EXTRACT,개구리밥추출물,SKIN CONDITIONING
MORUS NIGRA ROOT EXTRACT,MORUS NIGRA ROOT EXTRACT,검은뽕나무뿌리추출물,SKIN CONDITIONING
TUBER MELANOSPORUM EXTRACT,TUBER MELANOSPORUM EXTRACT,검은서양송로추출물,HUMECTANT;SKIN CONDITIONING
EPILOBIUM FLEISCHERI EXTRACT,EPILOBIUM FLEISCHERI EXTRACT,고산바위바늘꽃잎/줄기추출물,SKIN CONDITIONING
PAULLINIA CUPANA FRUIT EXTRACT,PAULLINIA CUPANA FRUIT EXTRACT,과라나씨가루,SKIN CONDITIONING
FRAXINUS EXCELSIOR BARK EXTRACT,FRAXINUS EXCELSIOR BARK EXTRACT,구주물푸레목부추출물,SKIN CONDITIONING
AVENA SATIVA LEAF EXTRACT,AVENA SATIVA LEAF EXTRACT,귀리잎추출물,ASTRINGENT
GNAPHALIUM LEONTOPODIUM FLOWER EXTRACT,GNAPHALIUM LEONTOPODIUM FLOWER EXTRACT,그나팔리움 레온토포디움꽃추출물,SKIN CONDITIONING
GLYCOL STEARATE SE,GLYCOL STEARATE SE,글라이콜스테아레이트에스이,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
GLUTAMYLAMIDOETHYL INDOLE,GLUTAMYLAMIDOETHYL INDOLE,글루타밀아미도에틸인돌,SKIN PROTECTING
GLYCERYL DISTEARATE,GLYCERYL DISTEARATE,글리세릴다이스테아레이트,ANTISTATIC;SKIN CONDITIONING - EMOLLIENT
GLYCERYL ISOSTEARATE,GLYCERYL ISOSTEARATE,글리세릴아이소스테아레이트,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING
GLYCERYL CAPRYLATE/CAPRATE,GLYCERYL CAPRYLATE/CAPRATE,글리세릴카프릴레이트/카프레이트,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING
IRIS ENSATA EXTRACT,IRIS ENSATA EXTRACT,꽃창포추출물,SKIN CONDITIONING
PRUNELLA VULGARIS LEAF EXTRACT,PRUNELLA VULGARIS LEAF EXTRACT,꿀풀잎추출물,SKIN CONDITIONING
CLITORIA TERNATEA FLOWER EXTRACT,CLITORIA TERNATEA FLOWER EXTRACT,나비콩꽃추출물,SKIN CONDITIONING
NICOTINOYL SH-PENTAPEPTIDE-19,NICOTINOYL SH-PENTAPEPTIDE-19,니코티노일에스에이치-펜타펩타이드-19,SKIN CONDITIONING
DI-C12-18 ALKYL DIMONIUM CHLORIDE,DI-C12-18 ALKYL DIMONIUM CHLORIDE,다이-C12-18알킬다이모늄클로라이드,HAIR CONDITIONING;SKIN CONDITIONING
DI-PPG-2 MYRETH-10 ADIPATE,DI-PPG-2 MYRETH-10 ADIPATE,다이-피피지-2미레스-10아디페이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SURFACTANT - CLEANSING
DIMER DILINOLEYL DIMER DILINOLEATE,DIMER DILINOLEYL DIMER DILINOLEATE,다이머다이리놀레일다이머다이리놀리에이트,BINDING;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING;VISCOSITY CONTROLLING
DIMETHICONE/BIS-ISOBUTYL PPG-20 CROSSPOLYMER,DIMETHICONE/BIS-ISOBUTYL PPG-20 CROSSPOLYMER,다이메티콘/비스-아이소부틸피피지-20크로스폴리머,SKIN CONDITIONING - EMOLLIENT;VISCOSITY CONTROLLING
DIMETHYLIMIDAZOLIDINONE RICE STARCH,DIMETHYLIMIDAZOLIDINONE RICE STARCH,다이메틸이미다졸리디논쌀전분,ABSORBENT;VISCOSITY CONTROLLING
DIMETHYL PHENETHYL ACETATE,DIMETHYL PHENETHYL ACETATE,다이메틸페네틸아세테이트,FRAGRANCE
DIBUTYL LAUROYL GLUTAMIDE,DIBUTYL LAUROYL GLUTAMIDE,다이부틸라우로일글루타마이드,FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING
DIBUTYL ETHYLHEXANOYL GLUTAMIDE,DIBUTYL ETHYLHEXANOYL GLUTAMIDE,다이부틸에틸헥사노일글루타마이드,HAIR CONDITIONING;SKIN CONDITIONING
DISODIUM SUCCINATE,DISODIUM SUCCINATE,다이소듐석시네이트,FRAGRANCE;SURFACTANT - CLEANSING
DISODIUM ETHYLENE DICOCAMIDE PEG-15 DISULFATE,DISODIUM ETHYLENE DICOCAMIDE PEG-15 DISULFATE,다이소듐에틸렌다이코카마이드피이지-15다이설페이트,CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SURFACTANT - CLEANSING
DISTEARYLDIMONIUM CHLORIDE,DISTEARYLDIMONIUM CHLORIDE,다이스테아릴다이모늄클로라이드,ANTISTATIC;HAIR CONDITIONING
DIETHYLHEXYL CARBONATE,DIETHYLHEXYL CARBONATE,다이에틸헥실카보네이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
DIPALMITOYL HYDROXYPROLINE,DIPALMITOYL HYDROXYPROLINE,다이팔미토일하이드록시프롤린,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
DIPENTAERYTHRITYL TRI-POLYHYDROXYSTEARATE,DIPENTAERYTHRITYL TRI-POLYHYDROXYSTEARATE,다이펜타에리스리틸트라이-폴리하이드록시스테아레이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
DIHYDROMYRICETIN,DIHYDROMYRICETIN,다이하이드로미리세틴,SKIN CONDITIONING
SALVIA MILTIORRHIZA FLOWER/LEAF/ROOT EXTRACT,SALVIA MILTIORRHIZA FLOWER/LEAF/ROOT EXTRACT,단삼잎추출물,SKIN CONDITIONING
MOLASSES,MOLASSES,당밀,SKIN CONDITIONING
MALVA SYLVESTRIS LEAF EXTRACT,MALVA SYLVESTRIS LEAF EXTRACT,당아욱잎추출물,SKIN CONDITIONING
PINUS BANKSIANA LEAF OIL,PINUS BANKSIANA LEAF OIL,방크스소나무잎오일,ANTIOXIDANT;FRAGRANCE;PERFUMING
ZIZIPHUS JUJUBA LEAF EXTRACT,ZIZIPHUS JUJUBA LEAF EXTRACT,대추나무잎추출물,SKIN CONDITIONING
DECYL COCOATE,DECYL COCOATE,데실코코에이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
DECAPEPTIDE-4,DECAPEPTIDE-4,데카펩타이드-4,SKIN CONDITIONING
DEXTRIN PALMITATE/ETHYLHEXANOATE,DEXTRIN PALMITATE/ETHYLHEXANOATE,덱스트린팔미테이트/에틸헥사노에이트,ANTICAKING;SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
DODECANE,DODECANE,도데칸,PERFUMING
GYNOSTEMMA PENTAPHYLLUM LEAF EXTRACT,GYNOSTEMMA PENTAPHYLLUM LEAF EXTRACT,돌외잎추출물,SKIN CONDITIONING
GLYCINE SOJA FLOUR,GLYCINE SOJA FLOUR,돌콩씨가루,SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;MOISTURISING;SKIN CONDITIONING
DROMETRIZOLE TRISILOXANE,DROMETRIZOLE TRISILOXANE,드로메트리졸트리실록산,LIGHT STABILIZER;UV ABSORBER;UV FILTER
DIETHYLHEXYL BUTAMIDO TRIAZONE,DIETHYLHEXYL BUTAMIDO TRIAZONE,디에칠헥실부타미도트리아존,LIGHT STABILIZER;UV ABSORBER;UV FILTER
CISTUS LADANIFERUS RESIN,CISTUS LADANIFERUS RESIN,라다넘오일,FRAGRANCE
LAMINARIA CLOUSTONI EXTRACT,LAMINARIA CLOUSTONI EXTRACT,라미나리아 클로우스토니추출물,SKIN PROTECTING
LAVANDULA ANGUSTIFOLIA WATER,LAVANDULA ANGUSTIFOLIA WATER,라벤더수,FRAGRANCE
LAURDIMONIUM HYDROXYPROPYL HYDROLYZED WHEAT PROTEIN,LAURDIMONIUM HYDROXYPROPYL HYDROLYZED WHEAT PROTEIN,라우다이모늄하이드록시프로필하이드롤라이즈드밀단백질,ANTISTATIC;HAIR CONDITIONING
LAURETH-4,LAURETH-4,라우레스-4,ANTISTATIC;SURFACTANT - EMULSIFYING;FRAGRANCE;SURFACTANT - CLEANSING
LAURYL METHACRYLATE/GLYCOL DIMETHACRYLATE CROSSPOLYMER,LAURYL METHACRYLATE/GLYCOL DIMETHACRYLATE CROSSPOLYMER,라우릴메타크릴레이트/글라이콜다이메타크릴레이트크로스폴리머,FILM FORMING;HAIR FIXING
LAURYL PHOSPHATE,LAURYL PHOSPHATE,라우릴포스페이트,SURFACTANT - EMULSIFYING
LAURYL PEG-8 DIMETHICONE,LAURYL PEG-8 DIMETHICONE,라우릴피이지-8다이메티콘,SURFACTANT - CLEANSING
LAC,LAC,락,SKIN CONDITIONING
CISTUS INCANUS FLOWER/LEAF/STEM EXTRACT,CISTUS INCANUS FLOWER/LEAF/STEM EXTRACT,락로즈꽃/잎/줄기추출물,SKIN CONDITIONING
LACTOBACILLUS/LEMON PEEL FERMENT EXTRACT,LACTOBACILLUS/LEMON PEEL FERMENT EXTRACT,락토바실러스/레몬껍질발효추출물,HAIR CONDITIONING;SKIN CONDITIONING
LACTOBACILLUS/LESPEDEZA CUNEATA LEAF/STEM FERMENT FILTRATE,LACTOBACILLUS/LESPEDEZA CUNEATA LEAF/STEM FERMENT FILTRATE,락토바실러스/비수리잎/줄기발효여과물,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
LACTOBACILLUS/MILK FERMENT FILTRATE,LACTOBACILLUS/MILK FERMENT FILTRATE,락토바실러스/우유발효여과물,SKIN CONDITIONING
LACTOBACILLUS/PUMPKIN FRUIT FERMENT FILTRATE,LACTOBACILLUS/PUMPKIN FRUIT FERMENT FILTRATE,락토바실러스/호박열매발효여과물,SKIN CONDITIONING
LACTOCOCCUS FERMENT EXTRACT,LACTOCOCCUS FERMENT EXTRACT,락토코쿠스발효추출물,SKIN CONDITIONING
CYSTOSEIRA TAMARISCIFOLIA EXTRACT,CYSTOSEIRA TAMARISCIFOLIA EXTRACT,레인보우랙추출물,SKIN CONDITIONING
QUERCUS ROBUR BUD EXTRACT,QUERCUS ROBUR BUD EXTRACT,로부르참나무싹추출물,ANTIOXIDANT;SKIN CONDITIONING
SELAGINELLA LEPIDOPHYLLA EXTRACT,SELAGINELLA LEPIDOPHYLLA EXTRACT,로즈오브예리코추출물,SKIN CONDITIONING - EMOLLIENT
ROSA CANINA SEED OIL,ROSA CANINA SEED OIL,로즈힙씨오일,SKIN CONDITIONING - EMOLLIENT
CRITHMUM MARITIMUM EXTRACT,CRITHMUM MARITIMUM EXTRACT,록샘파이어가루,SKIN CONDITIONING;TONIC
MAGNESIUM PALMITOYL GLUTAMATE,MAGNESIUM PALMITOYL GLUTAMATE,마그네슘팔미토일글루타메이트,SKIN CONDITIONING
MICROCOCCUS LYSATE,MICROCOCCUS LYSATE,마이크로코쿠스용해물,SKIN CONDITIONING
MYRTUS COMMUNIS OIL,MYRTUS COMMUNIS OIL,마텔오일,FRAGRANCE;SKIN CONDITIONING - MISCELLANEOUS
MYRTUS COMMUNIS EXTRACT,MYRTUS COMMUNIS EXTRACT,마텔추출물,ASTRINGENT
TAGETES MINUTA FLOWER OIL,TAGETES MINUTA FLOWER OIL,만수국아재비꽃오일,FRAGRANCE;SKIN CONDITIONING;PERFUMING
THYMUS MASTICHINA FLOWER OIL,THYMUS MASTICHINA FLOWER OIL,매스틱타임꽃오일,SKIN CONDITIONING
PRUNUS MUME FRUIT,PRUNUS MUME FRUIT,매실,ABRASIVE
POLYGONUM FAGOPYRUM SEED EXTRACT,POLYGONUM FAGOPYRUM SEED EXTRACT,메밀씨추출물,SKIN CONDITIONING
METHOXY PEG/PPG-25/4 DIMETHICONE,METHOXY PEG/PPG-25/4 DIMETHICONE,메톡시피이지/피피지-25/4다이메티콘,SURFACTANT - EMULSIFYING;EMULSION STABILISING
METHIONYL R-CLOSTRIDIUM BOTULINUM POLYPEPTIDE-1 HEXAPEPTIDE-40,METHIONYL R-CLOSTRIDIUM BOTULINUM POLYPEPTIDE-1 HEXAPEPTIDE-40,메티오닐알-클로스트리듐 보툴리눔폴리펩타이드-1헥사펩타이드-40,SKIN PROTECTING
METHYLENEDIOXYPHENYL METHYLPROPANAL,METHYLENEDIOXYPHENYL METHYLPROPANAL,메틸렌다이옥시페닐메틸프로판알,PERFUMING;FRAGRANCE;SKIN CONDITIONING - MISCELLANEOUS
METHYL METHACRYLATE/ACRYLONITRILE COPOLYMER,METHYL METHACRYLATE/ACRYLONITRILE COPOLYMER,메틸메타크릴레이트/아크릴로나이트릴코폴리머,FILM FORMING
METHYLSILANOL MANNURONATE,METHYLSILANOL MANNURONATE,메틸실란올만누로네이트,ANTISTATIC;SKIN CONDITIONING
MONOSODIUM CITRATE,MONOSODIUM CITRATE,모노소듐시트레이트,BUFFERING
MYROTHAMNUS FLABELLIFOLIA LEAF/STEM EXTRACT,MYROTHAMNUS FLABELLIFOLIA LEAF/STEM EXTRACT,미로탐누스 플라벨리폴리아잎/줄기추출물,HUMECTANT;SKIN CONDITIONING
MYRTRIMONIUM BROMIDE,MYRTRIMONIUM BROMIDE,미르트라이모늄브로마이드,PRESERVATIVE
MYRISTAMINE OXIDE,MYRISTAMINE OXIDE,미리스타민옥사이드,ANTISTATIC;CLEANSING;SURFACTANT - EMULSIFYING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SURFACTANT - HYDROTROPE;SURFACTANT - CLEANSING
MYRISTOYL PENTAPEPTIDE-17,MYRISTOYL PENTAPEPTIDE-17,미리스토일펜타펩타이드-17,SKIN CONDITIONING - MISCELLANEOUS
MYRISTOYL PENTAPEPTIDE-4,MYRISTOYL PENTAPEPTIDE-4,미리스토일펜타펩타이드-4,SKIN CONDITIONING
TARAXACUM PLATYCARPUM EXTRACT,TARAXACUM PLATYCARPUM EXTRACT,민들레전초추출물,SKIN CONDITIONING
BACILLUS/RICE BRAN EXTRACT/SOYBEAN EXTRACT FERMENT FILTRATE,BACILLUS/RICE BRAN EXTRACT/SOYBEAN EXTRACT FERMENT FILTRATE,바실러스/쌀겨추출물/콩추출물발효여과물,ANTIOXIDANT;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;HAIR FIXING;HUMECTANT;SKIN CONDITIONING
SAPOSHNIKOVIA DIVARICATA ROOT EXTRACT,SAPOSHNIKOVIA DIVARICATA ROOT EXTRACT,방풍뿌리추출물,ANTIMICROBIAL
ALARIA ESCULENTA EXTRACT,ALARIA ESCULENTA EXTRACT,배더락스추출물,HAIR CONDITIONING;SKIN PROTECTING
HAMAMELIS VIRGINIANA BARK/LEAF EXTRACT,HAMAMELIS VIRGINIANA BARK/LEAF EXTRACT,버지니아풍년화껍질/잎추출물,ASTRINGENT;SKIN CONDITIONING
RICE SH-OLIGOPEPTIDE-1,RICE SH-OLIGOPEPTIDE-1,벼에스에이치-올리고펩타이드-1,SKIN CONDITIONING
CENTELLA ASIATICA LEAF VESICLES,CENTELLA ASIATICA LEAF VESICLES,병풀잎소포,SKIN CONDITIONING - MISCELLANEOUS
BOSWELLIA SERRATA EXTRACT,BOSWELLIA SERRATA EXTRACT,보스웰리아추출물,SKIN CONDITIONING
NIGELLA SATIVA SEED OIL,NIGELLA SATIVA SEED OIL,블랙커민씨오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;PERFUMING
VINEGAR EXTRACT,VINEGAR EXTRACT,비니거추출물,SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING;SKIN PROTECTING
BIS-GLYCERYL ASCORBATE,BIS-GLYCERYL ASCORBATE,비스-글리세릴아스코베이트,ANTIOXIDANT;HUMECTANT
BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE,BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE,비스-베헤닐/아이소스테아릴/피토스테릴다이머다이리놀레일다이머다이리놀리에이트,SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING;VISCOSITY CONTROLLING
BIS-STEARYL DIMETHICONE,BIS-STEARYL DIMETHICONE,비스-스테아릴다이메티콘,SKIN CONDITIONING - EMOLLIENT;FILM FORMING;SKIN CONDITIONING
BIS-PEG/PPG-20/5 PEG/PPG-20/5 DIMETHICONE,BIS-PEG/PPG-20/5 PEG/PPG-20/5 DIMETHICONE,비스-피이지/피피지-20/5피이지/피피지-20/5다이메티콘,SURFACTANT - EMULSIFYING;EMULSION STABILISING
